combo_name,combo_size,families,strategies,strategy_ids,production_eligible,preferred_eligible,acceptance_reason,preferred_reason,evaluated_runs,passing_runs,pairs_tested,passing_pairs,two_leg_pairs_tested,two_leg_execution_input_pairs,two_leg_passing_pairs,required_cost_buckets,required_backtest_mode,required_two_leg_inputs,total_trades,median_profit_factor,median_sharpe,worst_drawdown
combo_3way_129,3,copula;portfolio;zscore,Copula Risk Filter;Pair Ranking Strategy;Classic ZScore Mean Reversion,29;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_3way_135,3,ecm;hybrid;zscore,Pure ECM;ZScore + ECM;Classic ZScore Mean Reversion,8;2;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_3way_142,3,ecm;ml;zscore,Pure ECM;Feature Importance Model;Classic ZScore Mean Reversion,8;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_3way_144,3,ecm;portfolio;zscore,Pure ECM;Pair Ranking Strategy;Classic ZScore Mean Reversion,8;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_3way_152,3,hybrid;ml;zscore,ZScore + ECM;Feature Importance Model;Classic ZScore Mean Reversion,2;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_3way_154,3,hybrid;portfolio;zscore,ZScore + ECM;Pair Ranking Strategy;Classic ZScore Mean Reversion,2;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_3way_163,3,ml;portfolio;zscore,Feature Importance Model;Pair Ranking Strategy;Classic ZScore Mean Reversion,31;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_255,4,composite;copula;ecm;zscore,Composite Quant Score;Copula Risk Filter;Pure ECM;Classic ZScore Mean Reversion,18;29;8;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_260,4,composite;copula;hybrid;zscore,Composite Quant Score;Copula Risk Filter;ZScore + ECM;Classic ZScore Mean Reversion,18;29;2;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_267,4,composite;copula;ml;zscore,Composite Quant Score;Copula Risk Filter;Feature Importance Model;Classic ZScore Mean Reversion,18;29;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_269,4,composite;copula;portfolio;zscore,Composite Quant Score;Copula Risk Filter;Pair Ranking Strategy;Classic ZScore Mean Reversion,18;29;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_275,4,composite;ecm;hybrid;zscore,Composite Quant Score;Pure ECM;ZScore + ECM;Classic ZScore Mean Reversion,18;8;2;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_282,4,composite;ecm;ml;zscore,Composite Quant Score;Pure ECM;Feature Importance Model;Classic ZScore Mean Reversion,18;8;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_284,4,composite;ecm;portfolio;zscore,Composite Quant Score;Pure ECM;Pair Ranking Strategy;Classic ZScore Mean Reversion,18;8;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_292,4,composite;hybrid;ml;zscore,Composite Quant Score;ZScore + ECM;Feature Importance Model;Classic ZScore Mean Reversion,18;2;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_294,4,composite;hybrid;portfolio;zscore,Composite Quant Score;ZScore + ECM;Pair Ranking Strategy;Classic ZScore Mean Reversion,18;2;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_303,4,composite;ml;portfolio;zscore,Composite Quant Score;Feature Importance Model;Pair Ranking Strategy;Classic ZScore Mean Reversion,18;31;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_310,4,copula;ecm;hybrid;zscore,Copula Risk Filter;Pure ECM;ZScore + ECM;Classic ZScore Mean Reversion,29;8;2;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_317,4,copula;ecm;ml;zscore,Copula Risk Filter;Pure ECM;Feature Importance Model;Classic ZScore Mean Reversion,29;8;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_319,4,copula;ecm;portfolio;zscore,Copula Risk Filter;Pure ECM;Pair Ranking Strategy;Classic ZScore Mean Reversion,29;8;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_327,4,copula;hybrid;ml;zscore,Copula Risk Filter;ZScore + ECM;Feature Importance Model;Classic ZScore Mean Reversion,29;2;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_329,4,copula;hybrid;portfolio;zscore,Copula Risk Filter;ZScore + ECM;Pair Ranking Strategy;Classic ZScore Mean Reversion,29;2;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_338,4,copula;ml;portfolio;zscore,Copula Risk Filter;Feature Importance Model;Pair Ranking Strategy;Classic ZScore Mean Reversion,29;31;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_347,4,ecm;hybrid;ml;zscore,Pure ECM;ZScore + ECM;Feature Importance Model;Classic ZScore Mean Reversion,8;2;31;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_349,4,ecm;hybrid;portfolio;zscore,Pure ECM;ZScore + ECM;Pair Ranking Strategy;Classic ZScore Mean Reversion,8;2;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_358,4,ecm;ml;portfolio;zscore,Pure ECM;Feature Importance Model;Pair Ranking Strategy;Classic ZScore Mean Reversion,8;31;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_4way_368,4,hybrid;ml;portfolio;zscore,ZScore + ECM;Feature Importance Model;Pair Ranking Strategy;Classic ZScore Mean Reversion,2;31;25;1,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.2575112374854235
combo_3way_46,3,adaptive;composite;copula,Dynamic Threshold Model;Composite Quant Score;Copula Risk Filter,20;18;29,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_47,3,adaptive;composite;ecm,Dynamic Threshold Model;Composite Quant Score;Pure ECM,20;18;8,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_48,3,adaptive;composite;hybrid,Dynamic Threshold Model;Composite Quant Score;ZScore + ECM,20;18;2,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_50,3,adaptive;composite;ml,Dynamic Threshold Model;Composite Quant Score;Feature Importance Model,20;18;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_51,3,adaptive;composite;portfolio,Dynamic Threshold Model;Composite Quant Score;Pair Ranking Strategy,20;18;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_54,3,adaptive;copula;ecm,Dynamic Threshold Model;Copula Risk Filter;Pure ECM,20;29;8,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_55,3,adaptive;copula;hybrid,Dynamic Threshold Model;Copula Risk Filter;ZScore + ECM,20;29;2,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_57,3,adaptive;copula;ml,Dynamic Threshold Model;Copula Risk Filter;Feature Importance Model,20;29;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_58,3,adaptive;copula;portfolio,Dynamic Threshold Model;Copula Risk Filter;Pair Ranking Strategy,20;29;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_61,3,adaptive;ecm;hybrid,Dynamic Threshold Model;Pure ECM;ZScore + ECM,20;8;2,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_63,3,adaptive;ecm;ml,Dynamic Threshold Model;Pure ECM;Feature Importance Model,20;8;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_64,3,adaptive;ecm;portfolio,Dynamic Threshold Model;Pure ECM;Pair Ranking Strategy,20;8;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_68,3,adaptive;hybrid;ml,Dynamic Threshold Model;ZScore + ECM;Feature Importance Model,20;2;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_69,3,adaptive;hybrid;portfolio,Dynamic Threshold Model;ZScore + ECM;Pair Ranking Strategy,20;2;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_76,3,adaptive;ml;portfolio,Dynamic Threshold Model;Feature Importance Model;Pair Ranking Strategy,20;31;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_166,4,adaptive;composite;copula;ecm,Dynamic Threshold Model;Composite Quant Score;Copula Risk Filter;Pure ECM,20;18;29;8,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_167,4,adaptive;composite;copula;hybrid,Dynamic Threshold Model;Composite Quant Score;Copula Risk Filter;ZScore + ECM,20;18;29;2,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_169,4,adaptive;composite;copula;ml,Dynamic Threshold Model;Composite Quant Score;Copula Risk Filter;Feature Importance Model,20;18;29;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_170,4,adaptive;composite;copula;portfolio,Dynamic Threshold Model;Composite Quant Score;Copula Risk Filter;Pair Ranking Strategy,20;18;29;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_173,4,adaptive;composite;ecm;hybrid,Dynamic Threshold Model;Composite Quant Score;Pure ECM;ZScore + ECM,20;18;8;2,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_175,4,adaptive;composite;ecm;ml,Dynamic Threshold Model;Composite Quant Score;Pure ECM;Feature Importance Model,20;18;8;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_176,4,adaptive;composite;ecm;portfolio,Dynamic Threshold Model;Composite Quant Score;Pure ECM;Pair Ranking Strategy,20;18;8;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_180,4,adaptive;composite;hybrid;ml,Dynamic Threshold Model;Composite Quant Score;ZScore + ECM;Feature Importance Model,20;18;2;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_181,4,adaptive;composite;hybrid;portfolio,Dynamic Threshold Model;Composite Quant Score;ZScore + ECM;Pair Ranking Strategy,20;18;2;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_188,4,adaptive;composite;ml;portfolio,Dynamic Threshold Model;Composite Quant Score;Feature Importance Model;Pair Ranking Strategy,20;18;31;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_194,4,adaptive;copula;ecm;hybrid,Dynamic Threshold Model;Copula Risk Filter;Pure ECM;ZScore + ECM,20;29;8;2,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_196,4,adaptive;copula;ecm;ml,Dynamic Threshold Model;Copula Risk Filter;Pure ECM;Feature Importance Model,20;29;8;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_197,4,adaptive;copula;ecm;portfolio,Dynamic Threshold Model;Copula Risk Filter;Pure ECM;Pair Ranking Strategy,20;29;8;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_201,4,adaptive;copula;hybrid;ml,Dynamic Threshold Model;Copula Risk Filter;ZScore + ECM;Feature Importance Model,20;29;2;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
